J1 J2 J3 J5 J6
-4.4899 32.3674 49.3977 -0.4091 -11.3445
-0.2027 32.5772 47.9033 -0.7277 0.1432
4.8834 34.3124 48.4567 -0.5666 13.8924
7.8466 36.2864 49.9406 -0.4651 22.4891
11.3157 39.9136 52.8002 -0.3838 33.2905
14.4624 45.0867 56.7146 -0.4609 44.8856
14.601 44.8066 56.4001 -0.6141 44.8446
15.7304 47.1258 58.5148 0.8871 49.2794
15.1617 47.0934 56.7943 1.1315 48.0514
11.3551 40.5362 51.7462 0.7138 33.4006
7.6443 36.8352 48.5951 0.0865 21.9067
4.5296 34.7034 47.2633 0.4229 12.7212
-0.6213 32.609 47.2392 1.5249 -1.7134
-3.6338 32.7882 47.9205 0.6799 -9.6076
-7.9336 33.8633 50.6469 0.4052 -21.0517
-10.6259 35.2731 53.3931 0.5948 -28.7707
-14.5368 39.3412 58.6157 -0.4631 -39.9038
-14.587 37.9229 59.7619 0.6762 -40.3008
-11.0475 34.6037 54.4863 -0.2634 -29.5436
-7.8583 32.8738 51.196 -0.4952 -20.4024
-4.623 32.0219 49.0216 -0.4563 -11.631
-0.3609 32.1416 47.5349 -0.6131 -0.4011
4.7839 33.8445 48.0316 -0.4593 13.3382
7.8337 35.8675 49.5062 -0.4639 22.1294
11.3612 39.5045 52.3989 -0.3825 32.984
14.601 44.8066 56.4001 -0.6141 44.8446
14.7417 44.5285 56.0924 -0.7512 44.8151
15.8788 46.8316 58.2497 0.8508 49.2105
15.2879 46.7433 56.5252 1.2378 47.835
11.5335 40.3028 51.4812 0.6262 33.6281
7.5523 36.3166 48.1565 0.1846 21.3406
3.8995 33.9996 46.7185 0.455 10.7781
-0.4886 32.3904 46.7084 1.129 -1.2491
-3.5979 32.406 47.4827 0.6446 -9.3807
-8.1996 33.5518 50.4477 0.4684 -21.6231
-12.4259 36.375 55.0817 0.2473 -33.5024
-14.6782 38.9622 58.3415 -0.3061 -39.8799
-14.7223 37.5864 59.3963 0.5702 -40.2083
-11.2148 34.2897 54.1846 -0.2837 -29.741
-8.0591 32.5335 50.9193 -0.4353 -20.8357
-4.7451 31.6738 48.6418 -0.4977 -11.8758
-0.5007 31.7141 47.163 -0.51 -0.8767
4.7028 33.3936 47.6099 -0.3703 12.856
7.8315 35.4583 49.0792 -0.4629 21.8136
11.4138 39.1037 52.0069 -0.3745 32.7105
14.7417 44.5285 56.0924 -0.7512 44.8151
14.8815 44.2474 55.7863 -0.8718 44.7817
16.0754 46.6538 58.0547 0.7311 49.4228
15.3397 46.1915 56.2007 1.6445 47.1975
11.7055 40.0611 51.2119 0.5518 33.8271
7.4767 35.8159 47.7261 0.2698 20.8436
3.9932 33.6447 46.3565 0.4727 10.9354
0.1173 32.4606 45.9816 0.063 1.0028
-3.5685 32.0286 47.0461 0.6094 -9.1782
-8.4475 33.233 50.235 0.5319 -22.1239
-12.5193 35.9964 54.7019 0.2402 -33.3941
-14.8394 38.5516 58.162 0.0897 -39.9495
-14.8303 37.2454 58.9507 0.3366 -39.9893
-11.3758 33.9723 53.8747 -0.3041 -29.913
-8.2463 32.1906 50.6302 -0.3811 -21.2169
-4.8596 31.324 48.2598 -0.5332 -12.0927
-0.6267 31.2944 46.7871 -0.4184 -1.3007
4.637 32.9536 47.1933 -0.2875 12.4335
7.8384 35.0577 48.6585 -0.4619 21.5357
11.4743 38.7137 51.6233 -0.3667 32.4736
14.8815 44.2474 55.7863 -0.8718 44.7817
15.0228 43.967 55.4859 -0.9763 44.7569
16.1382 46.182 57.6313 0.7402 48.8577
15.5422 46.0546 55.9856 1.4482 47.4191
11.8729 39.8127 50.9401 0.4907 34.0055
7.4141 35.3306 47.3006 0.3423 20.4009
4.084 33.2914 45.992 0.4904 11.0814
-0.0171 32.0516 45.6062 0.1604 0.4583
-3.5465 31.6537 46.6126 0.5801 -9.0041
-8.681 32.913 50.0073 0.5832 -22.5685
-12.6155 35.6232 54.324 0.2331 -33.2988
-14.9216 38.1488 57.7305 0.0298 -39.6484
-14.9921 36.9189 58.6623 0.3666 -40.0219
-11.5324 33.6531 53.5589 -0.3244 -30.0672
-8.4226 31.8487 50.3289 -0.3388 -21.5563
-4.9663 30.9723 47.875 -0.5629 -12.2803
-0.7372 30.8844 46.405 -0.3439 -1.6675
4.5833 32.5253 46.7779 -0.2168 12.0583
7.8535 34.6648 48.2428 -0.4612 21.2912
11.5404 38.3342 51.2428 -0.3659 32.2622
15.0228 43.967 55.4859 -0.9763 44.7569
15.1647 43.6858 55.1895 -1.0648 44.7355
16.3128 45.9401 57.4197 0.7327 48.9428
15.6696 45.7145 55.7138 1.5523 47.215
12.0363 39.5623 50.6623 0.4293 34.1661
7.352 34.8402 46.8818 0.4389 19.962
2.0198 32.1077 45.2089 0.4375 5.463
-0.1437 31.6488 45.2299 0.2521 -0.0573
-3.5288 31.2829 46.1794 0.5508 -8.8468
-7.4451 32.1767 48.4027 0.0363 -18.4929
-10.8477 33.7369 51.6709 0.383 -28.0457
-15.0902 37.8271 57.4766 0.1267 -39.7541
-15.1277 36.5893 58.2955 0.269 -39.9327
-11.6851 33.3325 53.2374 -0.3447 -30.2056
-8.589 31.5035 50.019 -0.2963 -21.8575
-5.0701 30.6224 47.4879 -0.5926 -12.4567
-0.8385 30.4769 46.0215 -0.2694 -2.0
4.5403 32.1057 46.3645 -0.1521 11.7245
7.8742 34.2781 47.8303 -0.4605 21.0697
11.611 37.9595 50.8682 -0.3584 32.0716
15.1647 43.6858 55.1895 -1.0648 44.7355
15.3115 43.3932 54.9235 -1.0648 44.7396
16.468 45.6684 57.1615 0.6975 48.9152
15.823 45.4491 55.4624 1.5509 47.1662
12.1774 39.2854 50.3624 0.3881 34.2281
7.4054 34.4875 46.4931 0.4022 19.895
2.0046 31.7345 44.8052 0.4316 5.3421
-0.1605 31.2823 44.8295 0.2636 -0.1547
-3.5334 30.9269 45.7529 0.5102 -8.7715
-7.5542 31.8615 48.0138 -0.0725 -18.4946
-10.9323 33.3774 51.2753 0.3504 -27.9845
-15.2251 37.4878 57.144 0.1266 -39.7015
-15.2754 36.2724 57.9553 0.2017 -39.9042
-11.8132 32.9819 52.8941 -0.3316 -30.2441
-8.706 31.1363 49.6655 -0.2595 -21.9682
-5.1513 30.2476 47.1035 -0.5694 -12.5513
-0.865 30.096 45.621 -0.2465 -2.0575
4.5789 31.7327 45.9691 -0.1404 11.701
7.926 33.9014 47.4471 -0.4357 20.9719
11.7116 37.6108 50.5315 -0.3379 32.0129
15.3115 43.3932 54.9235 -1.0648 44.7396
15.4609 43.0908 54.6771 -1.0006 44.7563
16.6105 45.3801 56.8693 0.6351 48.8135
15.9908 45.2234 55.2245 1.5012 47.2028
12.3075 38.9998 50.0478 0.3465 34.2412
9.4408 35.7974 47.445 0.425 25.3983
5.5526 32.9749 45.1885 0.1778 14.845
2.0548 31.3987 44.398 0.3914 5.4168
-0.1155 30.9351 44.4161 0.2349 -0.0172
-3.546 30.5793 45.3283 0.4637 -8.7254
-7.9775 31.5653 47.9326 0.1156 -19.6218
-11.3187 33.2299 51.2369 0.353 -28.7635
-15.3408 37.1394 56.7667 0.0743 -39.5591
-15.4305 35.9646 57.6297 0.1494 -39.9127
-11.9275 32.6148 52.5377 -0.2984 -30.2265
-8.799 30.7607 49.2886 -0.2286 -21.9863
-5.224 29.8584 46.7229 -0.5108 -12.6153
-0.857 29.726 45.2137 -0.2408 -1.9885
4.6559 31.3821 45.5817 -0.1522 11.8234
7.993 33.5281 47.079 -0.3926 20.9338
11.8285 37.2769 50.2143 -0.3109 32.0257
15.4609 43.0908 54.6771 -1.0006 44.7563
15.6117 42.7924 54.4319 -0.9364 44.7817
16.7521 45.0907 56.5764 0.5817 48.7079
16.1579 44.9982 54.9842 1.4515 47.2359
12.438 38.7146 49.7346 0.312 34.257
9.5508 35.492 47.0979 0.3933 25.4345
5.6195 32.6438 44.8022 0.1541 14.8631
2.105 31.0657 43.9894 0.3511 5.4916
-0.069 30.5909 44.0018 0.2063 0.1261
-3.5601 30.2374 44.9013 0.4115 -8.685
-8.302 31.2816 47.7492 0.1711 -20.3648
-11.5905 33.0038 51.0657 0.348 -29.2305
-15.4571 36.7948 56.3892 0.0223 -39.4205
-15.5846 35.6577 57.3013 0.0971 -39.9173
-12.0421 32.2525 52.1785 -0.2718 -30.2109
-8.8906 30.3891 48.9074 -0.2039 -21.9991
-5.2951 29.4711 46.3399 -0.4522 -12.6738
-0.8507 29.3587 44.8052 -0.2351 -1.9256
4.7332 31.0342 45.1934 -0.164 11.9471
8.0604 33.1549 46.7111 -0.3434 20.8977
11.9454 36.9427 49.8974 -0.2771 32.0385
15.6117 42.7924 54.4319 -0.9364 44.7817
15.7616 42.494 54.1832 -0.8721 44.8025
16.9293 44.8121 56.4253 0.8091 48.8087
16.2956 44.7285 54.68 1.3721 47.1036
12.5678 38.4308 49.4191 0.2773 34.2697
9.6601 35.1885 46.7489 0.3617 25.4678
5.686 32.3151 44.4143 0.1304 14.8797
2.1536 30.7355 43.5797 0.3109 5.5606
-0.024 30.2522 43.5848 0.1719 0.2636
-3.5727 29.8958 44.4743 0.3651 -8.6389
-8.6254 31.0018 47.569 0.2272 -21.1066
-13.0656 33.8246 52.3213 0.0068 -32.6746
-15.6838 36.759 56.0328 -0.619 -39.8012
-15.7393 35.3538 56.9726 0.0448 -39.9252
-12.1573 31.8907 51.8202 -0.2386 -30.198
-8.9835 30.0181 48.5274 -0.173 -22.0172
-3.2247 28.845 45.0151 -0.2024 -7.7241
0.5568 29.3391 44.2126 -0.5274 1.8682
4.8102 30.6863 44.8052 -0.1699 12.0695
8.1292 32.787 46.3408 -0.3005 20.867
12.064 36.6119 49.5809 -0.2434 32.0592
15.7616 42.494 54.1832 -0.8721 44.8025
15.9112 42.197 53.9328 -0.8078 44.8232
17.0356 44.5237 55.983 0.4583 48.5019
16.4728 44.5236 54.4594 1.3324 47.1969
12.6993 38.1509 49.1046 0.2427 34.2905
9.7706 34.8881 46.3998 0.3301 25.5065
5.7528 31.9892 44.0254 0.1067 14.8977
2.2037 30.4083 43.169 0.2706 5.6353
0.0226 29.914 43.1684 0.1432 0.4068
-3.585 29.5598 44.0447 0.3129 -8.5918
-8.9471 30.7255 47.3916 0.2839 -21.8447
-13.1518 33.4733 51.9096 -0.0476 -32.5333
-15.6893 36.1143 55.6299 -0.0813 -39.1438
-15.9261 35.122 56.6707 -0.1048 -40.0837
-12.2713 31.5302 51.4589 -0.2055 -30.1805
-9.0764 29.6495 48.1457 -0.1422 -22.0355
-3.2641 28.4664 44.61 -0.1677 -7.7468
0.5113 28.933 43.8212 -0.4299 1.6963
4.8874 30.3435 44.4144 -0.1817 12.1932
8.1966 32.4209 45.9678 -0.2575 20.8309
12.1807 36.2814 49.2605 -0.2096 32.072
15.9112 42.197 53.9328 -0.8078 44.8232
16.0614 41.9026 53.6819 -0.7435 44.8474
17.1772 44.2419 55.6865 0.4056 48.4002
16.6693 44.3664 54.2614 1.2444 47.4009
12.8289 37.8736 48.7844 0.2011 34.3032
9.8791 34.5889 46.0477 0.2985 25.5371
5.8196 31.6684 43.6336 0.0771 14.9158
2.254 30.0841 42.7574 0.2303 5.7106
0.0676 29.5814 42.7495 0.1089 0.5443
-3.599 29.2248 43.6161 0.2665 -8.5513
-9.3485 30.4657 47.3089 0.423 -22.9055
-13.2378 33.1275 51.4951 -0.1086 -32.3918
-15.805 35.7781 55.2479 -0.1327 -39.0049
-16.0492 34.7198 56.3454 0.0673 -39.9457
-12.3857 31.1744 51.0947 -0.1789 -30.1649
-9.1685 29.2828 47.7617 -0.1113 -22.0504
-3.3038 28.0929 44.2018 -0.1388 -7.7703
0.4642 28.5293 43.4281 -0.3324 1.5186
4.9658 30.0036 44.0229 -0.1935 12.3212
8.264 32.057 45.5929 -0.2145 20.7947
12.2981 35.9559 48.9376 -0.1826 32.088
16.0614 41.9026 53.6819 -0.7435 44.8474
16.211 41.6091 53.4281 -0.6791 44.8682
17.3231 43.9608 55.408 0.3964 48.3232
16.8105 44.0954 53.9765 1.225 47.2916
12.959 37.5965 48.466 0.1665 34.3194
9.9893 34.2954 45.6943 0.2604 25.5758
5.852 31.3293 43.2291 0.0593 14.8395
2.3024 29.7624 42.3445 0.19 5.7795
0.1123 29.2491 42.3313 0.0802 0.6819
-3.612 28.895 43.1848 0.2144 -8.5053
-9.5075 30.1617 46.9682 0.3674 -23.0725
-13.3635 32.8132 51.1345 -0.1493 -32.3789
-15.9347 35.4588 54.8911 -0.1694 -38.9317
-16.1633 34.4318 55.8803 -0.2311 -39.762
-12.4993 30.8181 50.7296 -0.1458 -30.147
-9.2604 28.9186 47.3761 -0.0804 -22.0662
-3.3414 27.7195 43.7931 -0.1041 -7.7874
0.419 28.1285 43.0334 -0.235 1.3466
5.0432 29.6652 43.6327 -0.1995 12.4449
8.3324 31.6938 45.2187 -0.1654 20.7619
10.3094 33.3352 46.6247 -0.0509 25.8758
12.4149 35.6297 48.6141 -0.1488 32.1008
16.211 41.6091 53.4281 -0.6791 44.8682
16.3569 41.3272 53.1515 -0.671 44.8682
17.4838 43.679 55.1927 0.5257 48.3312
16.9271 43.8032 53.621 1.1184 47.0453
13.0966 37.3165 48.1664 0.1666 34.3733
10.0866 33.9765 45.3421 0.2731 25.5628
8.0317 32.3012 43.883 0.1708 20.102
5.8354 30.9686 42.8037 0.0237 14.6963
2.344 29.4244 41.9405 0.1901 5.8257
0.1244 28.906 41.9193 0.0802 0.699
-3.6226 28.5421 42.7673 0.2201 -8.4477
-9.5613 29.8046 46.5471 0.3547 -22.9672
-13.5161 32.5362 50.7948 -0.2306 -32.3454
-16.1023 35.1792 54.6022 -0.1696 -39.0335
-16.153 34.0545 55.1343 -0.7961 -38.9902
-12.6206 30.4799 50.3655 -0.1392 -30.1649
-9.3417 28.5664 46.9707 -0.0865 -22.0429
-3.3691 27.3656 43.3694 -0.1099 -7.7703
0.4298 27.7785 42.6128 -0.2407 1.381
5.0811 29.3177 43.2291 -0.1936 12.4156
8.4127 31.3616 44.8371 -0.1716 20.7746
10.4117 33.0119 46.2665 -0.0509 25.8988
12.5258 35.3105 48.2737 -0.142 32.0848
16.3569 41.3272 53.1515 -0.671 44.8682
16.5036 41.0464 52.8769 -0.6549 44.8728
17.6455 43.401 54.9784 0.6552 48.3465
17.0427 43.513 53.2627 1.0127 46.7949
14.8556 39.4289 49.8931 0.4292 39.257
13.2332 37.0398 47.8622 0.1598 34.4227
10.1852 33.6656 44.9862 0.2731 25.5553
8.1251 31.989 43.5163 0.1648 20.1509
5.7754 30.558 42.3796 0.0828 14.3823
2.3887 29.0946 41.5327 0.1786 5.8833
0.1441 28.5683 41.5047 0.0745 0.7449
-3.6329 28.1997 42.3439 0.2085 -8.3893
-9.6209 29.4585 46.1267 0.3296 -22.8854
-13.8423 32.3411 50.7396 -0.0752 -33.0672
-16.2688 34.9004 54.3108 -0.1699 -39.1313
-16.1399 33.6908 54.3953 -1.3419 -38.2135
-12.7394 30.1397 49.9987 -0.1259 -30.1725
-9.4255 28.2135 46.5692 -0.0804 -22.03
-3.3984 27.0098 42.948 -0.1041 -7.7589
0.4299 27.426 42.1933 -0.235 1.3752
5.1296 28.9754 42.8289 -0.1877 12.4269
8.4917 31.0238 44.4581 -0.1593 20.7821
10.5133 32.6906 45.9063 -0.051 25.9193
12.6373 34.9919 47.9347 -0.1285 32.072
16.5036 41.0464 52.8769 -0.6549 44.8728
16.65 40.7671 52.6005 -0.6388 44.8769
17.8057 43.1198 54.7617 0.7932 48.3538
17.1571 43.2268 52.8995 0.8996 46.5401
15.0093 39.1765 49.614 0.4147 39.3139
13.3695 36.7674 47.5547 0.1459 34.4718
10.2843 33.3575 44.6296 0.2731 25.5501
8.2185 31.6818 43.1467 0.1526 20.1999
5.7337 30.1789 41.9497 0.0886 14.1405
2.4319 28.7649 41.125 0.1728 5.9352
0.1623 28.2336 41.0889 0.0688 0.785
-3.645 27.8606 41.9199 0.1969 -8.3375
-9.681 29.1133 45.7071 0.3108 -22.8055
-14.0831 32.1108 50.5433 -0.0412 -33.42
-16.436 34.6245 54.0196 -0.1701 -39.2334
-16.1263 33.3493 53.6657 -1.8839 -37.4455
-12.8594 29.8052 49.6303 -0.1193 -30.1854
-9.5094 27.8657 46.1651 -0.0803 -22.0174
-3.429 26.6571 42.5257 -0.0983 -7.7525
0.43 27.0738 41.7742 -0.2235 1.3695
5.1768 28.6357 42.427 -0.1819 12.4336
8.5701 30.6908 44.0756 -0.1532 20.7873
10.6131 32.3705 45.5429 -0.051 25.932
12.7488 34.6755 47.5943 -0.1149 32.0595
16.65 40.7671 52.6005 -0.6388 44.8769
16.7971 40.4908 52.3241 -0.6227 44.885
17.9626 42.8761 54.4911 0.75 48.3424
17.3286 43.0087 52.6772 0.9175 46.6092
15.1627 38.9257 49.3333 0.4003 39.3704
13.5041 36.4931 47.2457 0.1391 34.5131
10.3834 33.0518 44.2716 0.2731 25.5448
8.3119 31.3746 42.7777 0.1466 20.2488
5.6918 29.8005 41.52 0.1003 13.8986
2.475 28.4407 40.7147 0.1613 5.9871
0.1806 27.9019 40.6721 0.063 0.8251
-3.6554 27.5244 41.4944 0.1853 -8.2791
-9.7405 28.7711 45.2861 0.2919 -22.7235
-14.3231 31.8821 50.3463 -0.0069 -33.7712
-16.5903 34.3492 53.6939 -0.2221 -39.2737
-16.2854 33.0564 53.354 -1.8704 -37.482
-12.9793 29.4709 49.2624 -0.1061 -30.1983
-9.5938 27.5187 45.7617 -0.0742 -22.0067
-5.7949 26.5348 43.1306 -0.194 -12.8967
-3.4582 26.3072 42.1019 -0.0925 -7.7412
0.43 26.7245 41.3537 -0.2121 1.3638
5.2253 28.2989 42.0244 -0.176 12.4449
8.6486 30.3604 43.6918 -0.1471 20.7928
10.714 32.0512 45.1813 -0.0446 25.95
12.8612 34.3645 47.2518 -0.1082 32.0513
16.7971 40.4908 52.3241 -0.6227 44.885
16.9432 40.2129 52.0467 -0.5985 44.889
18.12 42.6354 54.2203 0.7068 48.3344
17.5528 42.8879 52.5496 0.9154 46.9781
15.3162 38.6772 49.0518 0.3857 39.4279
13.6404 36.2226 46.9378 0.1322 34.5626
10.4818 32.7483 43.9117 0.273 25.5371
8.4066 31.0731 42.4069 0.1344 20.3031
5.65 29.4282 41.0879 0.1061 13.6569
2.5182 28.1194 40.3033 0.1498 6.039
0.1987 27.573 40.2541 0.0573 0.8652
-3.666 27.1913 41.0679 0.1737 -8.2216
-9.8005 28.4347 44.863 0.267 -22.644
-14.5634 31.656 50.1501 0.0277 -34.1254
-16.7445 34.0762 53.3672 -0.274 -39.3144
-16.5735 32.8961 53.2552 -1.8061 -38.1047
-13.0979 29.1379 48.8917 -0.0928 -30.206
-9.6776 27.1741 45.3566 -0.068 -21.9939
-5.8509 26.1874 42.7151 -0.1822 -12.9023
-3.4875 25.9602 41.6769 -0.0867 -7.7298
0.4317 26.3782 40.9322 -0.2006 1.3638
5.2737 27.9649 41.6206 -0.1702 12.4561
8.7261 30.0323 43.3061 -0.141 20.7947
10.8155 31.7371 44.8172 -0.0446 25.9705
12.9726 34.0526 46.9085 -0.0946 32.0389
16.9432 40.2129 52.0467 -0.5985 44.889
17.0891 39.9389 51.7658 -0.5823 44.8931
18.2764 42.3931 53.9486 0.6721 48.3219
17.7472 42.7167 52.3666 0.9189 47.1806
15.4686 38.4295 48.7676 0.3712 39.4808
13.7765 35.9564 46.6266 0.1184 34.6117
10.582 32.4482 43.5523 0.273 25.5371
8.4999 30.7711 42.0356 0.1283 20.3522
5.608 29.0566 40.6561 0.1178 13.415
2.5613 27.7984 39.8924 0.1441 6.0909
0.2169 27.2472 39.8351 0.0516 0.9053
-3.6779 26.8615 40.6408 0.1621 -8.169
-6.0312 27.1048 41.7205 0.0765 -13.3498
-9.8605 28.099 44.4403 0.2482 -22.5643
-14.8014 31.4302 49.9513 0.0625 -34.4718
-16.8984 33.8054 53.0394 -0.326 -39.3547
-16.7832 32.6666 53.0211 -1.7981 -38.3741
-13.2176 28.8084 48.5212 -0.0796 -30.2189
-9.7614 26.8348 44.9488 -0.068 -21.9813
-5.9055 25.8452 42.2963 -0.1763 -12.9023
-3.5167 25.6163 41.2508 -0.081 -7.7184
0.4317 26.0348 40.5095 -0.1891 1.3581
5.3209 27.6334 41.2151 -0.1643 12.4628
8.8045 29.7071 42.9197 -0.1348 20.8
10.9152 31.4219 44.4516 -0.0382 25.9833
13.0838 33.743 46.5637 -0.0811 32.0261
15.8917 37.718 49.9653 -0.0751 40.2463
17.0891 39.9389 51.7658 -0.5823 44.8931
17.2357 39.668 51.4849 -0.5662 44.9012
18.4334 42.1563 53.6753 0.6289 48.3146
17.9427 42.5474 52.1877 0.931 47.3912
15.6216 38.187 48.4815 0.3492 39.5378
13.9117 35.6893 46.3152 0.1114 34.6576
10.6809 32.15 43.1906 0.273 25.5321
8.5932 30.4716 41.6632 0.1223 20.4011
6.3842 29.1207 40.5293 0.0297 15.2064
2.6043 27.4831 39.479 0.1325 6.1422
0.2351 26.9218 39.4165 0.0516 0.9454
-3.6885 26.5347 40.2123 0.1505 -8.1114
-6.0684 26.7744 41.2978 0.0707 -13.3094
-9.9199 27.7662 44.016 0.2294 -22.4822
-15.0408 31.2079 49.7546 0.0977 -34.8262
-17.053 33.5379 52.7119 -0.3782 -39.3991
-16.9932 32.44 52.7877 -1.7904 -38.6469
-13.3361 28.4828 48.1465 -0.0729 -30.2269
-9.8438 26.4953 44.5404 -0.0618 -21.9632
-5.9604 25.5034 41.8779 -0.1646 -12.9035
-3.5458 25.2755 40.8236 -0.0752 -7.7064
0.4318 25.6943 40.0855 -0.1777 1.3523
5.3694 27.305 40.809 -0.1584 12.4741
8.8829 29.3821 42.5337 -0.1226 20.8055
11.016 31.1125 44.0845 -0.0382 26.0013
13.1961 33.4366 46.219 -0.0676 32.0183
16.0334 37.4426 49.6665 -0.0676 40.2627
17.2357 39.668 51.4849 -0.5662 44.9012
17.3807 39.3967 51.1999 -0.55 44.9017
18.574 41.9308 53.3272 0.4214 48.2139
18.1364 42.3793 52.0032 0.9346 47.594
15.7737 37.9432 48.1949 0.3346 39.5908
14.0477 35.4251 46.0037 0.1045 34.7072
10.7792 31.854 42.8271 0.273 25.5244
8.6865 30.1773 41.2881 0.1101 20.45
6.4546 28.8143 40.1361 0.0238 15.2425
2.649 27.1709 39.0649 0.121 6.1997
0.2533 26.6021 38.9954 0.0458 0.9855
-3.699 26.2111 39.7828 0.1389 -8.0539
-6.1054 26.4473 40.8742 0.0647 -13.2678
-9.9798 27.4395 43.5899 0.2045 -22.4025
-15.2786 30.9866 49.5565 0.1332 -35.1759
-17.1789 33.2971 52.289 -0.6294 -39.3088
-17.2029 32.2152 52.5539 -1.7826 -38.9202
-13.4556 28.1583 47.7735 -0.0597 -30.2395
-9.9275 26.1593 44.1319 -0.0556 -21.9504
-6.0149 25.1645 41.4584 -0.1528 -12.9036
-3.575 24.9403 40.394 -0.0752 -7.6949
0.4334 25.3596 39.6593 -0.1719 1.3523
2.8561 25.9536 39.7766 -0.0923 6.5572
5.4163 26.9791 40.401 -0.1526 12.4797
8.9612 29.0623 42.1449 -0.1165 20.8107
11.1168 30.8031 43.7177 -0.0319 26.0193
13.3072 33.1316 45.8715 -0.054 32.0055
16.1749 37.1713 49.3642 -0.0676 40.2787
17.3807 39.3967 51.1999 -0.55 44.9017
17.5269 39.1295 50.9161 -0.534 44.9098
18.7805 41.7429 53.2 0.5706 48.4932
18.3305 42.2139 51.8191 0.9384 47.8009
15.9265 37.7025 47.9085 0.32 39.6479
14.1825 35.1644 45.6878 0.0907 34.7518
10.878 31.561 42.463 0.273 25.5192
8.7797 29.8831 40.9136 0.104 20.4991
6.5264 28.5085 39.7442 0.0238 15.2842
2.6921 26.8588 38.6511 0.1153 6.2516
0.2731 26.2855 38.5734 0.0401 1.0314
-3.7109 25.8881 39.3542 0.1331 -8.0012
-6.1408 26.1228 40.4488 0.0589 -13.2205
-10.0397 27.1135 43.1643 0.1858 -22.3227
-12.3068 28.3124 45.3726 0.0839 -27.4722
-15.5168 30.768 49.3592 0.169 -35.5288
-17.4465 33.0928 52.2112 -0.4107 -39.8879
-17.4113 31.9912 52.3184 -1.7744 -39.1895
-13.5751 27.8363 47.3994 -0.0464 -30.2524
-10.0111 25.8288 43.7209 -0.0556 -21.9376
-6.0695 24.8313 41.0365 -0.147 -12.9036
-3.6058 24.6059 39.9653 -0.0694 -7.6893
0.4335 25.0253 39.2332 -0.1605 1.3466
2.8818 25.6242 39.354 -0.0865 6.5635
5.465 26.6565 39.9929 -0.1467 12.4921
9.0401 28.7454 41.7554 -0.1103 20.8182
11.2169 30.4983 43.3474 -0.0319 26.0346
13.4182 32.8315 45.521 -0.0473 31.9927
16.3147 36.8978 49.0598 -0.0601 40.2867
17.5269 39.1295 50.9161 -0.534 44.9098
17.6722 38.8629 50.6294 -0.5178 44.9138
18.882 41.4732 52.7492 0.2749 48.1696
18.5242 42.05 51.6343 0.9421 48.0079
16.0791 37.4637 47.6209 0.3054 39.7048
14.3182 34.9044 45.3739 0.0837 34.801
