60.722, 52.060, 0.9
57.501, 60.942, 0.9
57.510, 60.261, 0.9
57.563, 59.262, 0.9
57.696, 58.271, 0.9
57.908, 57.294, 0.9
58.197, 56.337, 0.9
58.561, 55.406, 0.9
58.999, 54.507, 0.9
59.507, 53.646, 0.9
60.083, 52.829, 0.9
60.722, 52.060, 0.9
61.420, 51.344, 0.9
62.173, 50.687, 0.9
62.977, 50.092, 0.9
63.825, 49.563, 0.9
64.713, 49.103, 0.9
65.635, 48.716, 0.9
66.585, 48.404, 0.9
67.556, 48.169, 0.9
68.544, 48.012, 0.9
69.659, 47.931, 0.9
70.330, 47.917, 0.9
149.472, 47.919, 0.9
150.170, 47.929, 0.9
151.168, 47.984, 0.9
152.159, 48.117, 0.9
153.136, 48.330, 0.9
154.093, 48.620, 0.9
155.023, 48.986, 0.9
155.922, 49.425, 0.9
156.782, 49.934, 0.9
157.599, 50.510, 0.9
158.368, 51.150, 0.9
159.082, 51.849, 0.9
159.739, 52.603, 0.9
160.333, 53.407, 0.9
160.861, 54.256, 0.9
161.320, 55.145, 0.9
161.706, 56.067, 0.9
162.017, 57.017, 0.9
162.251, 57.989, 0.9
162.406, 58.977, 0.9
162.486, 60.077, 0.9
162.500, 60.748, 0.9
162.499, 159.001, 0.9
162.490, 159.728, 0.9
162.438, 160.726, 0.9
162.306, 161.717, 0.9
162.095, 162.695, 0.9
161.807, 163.652, 0.9
161.443, 164.583, 0.9
161.006, 165.482, 0.9
160.498, 166.344, 0.9
159.924, 167.162, 0.9
159.285, 167.931, 0.9
158.588, 168.648, 0.9
157.835, 169.306, 0.9
157.032, 169.901, 0.9
156.184, 170.431, 0.9
155.296, 170.891, 0.9
154.375, 171.279, 0.9
153.425, 171.592, 0.9
152.454, 171.828, 0.9
151.467, 171.986, 0.9
150.341, 172.068, 0.9
149.670, 172.082, 0.9
70.546, 172.081, 0.9
69.848, 172.072, 0.9
68.849, 172.019, 0.9
67.858, 171.887, 0.9
66.881, 171.675, 0.9
65.924, 171.387, 0.9
64.993, 171.022, 0.9
64.094, 170.585, 0.9
63.233, 170.077, 0.9
62.415, 169.502, 0.9
61.646, 168.863, 0.9
60.930, 168.165, 0.9
60.272, 167.412, 0.9
59.677, 166.609, 0.9
59.148, 165.760, 0.9
58.688, 164.873, 0.9
58.301, 163.951, 0.9
57.988, 163.001, 0.9
57.753, 162.030, 0.9
57.596, 161.042, 0.9
57.514, 159.911, 0.9
57.500, 159.240, 0.9
57.501, 60.942, 0.9
58.501, 60.955, 0.9
58.510, 60.274, 0.9
58.563, 59.317, 0.9
58.695, 58.367, 0.9
58.906, 57.431, 0.9
59.194, 56.517, 0.9
59.557, 55.629, 0.9
59.993, 54.775, 0.9
60.499, 53.960, 0.9
61.071, 53.190, 0.9
61.705, 52.471, 0.9
62.396, 51.807, 0.9
63.141, 51.202, 0.9
63.933, 50.662, 0.9
64.768, 50.190, 0.9
65.639, 49.789, 0.9
66.540, 49.462, 0.9
67.466, 49.211, 0.9
68.409, 49.038, 0.9
69.687, 48.931, 0.9
70.330, 48.917, 0.9
149.458, 48.919, 0.9
150.156, 48.929, 0.9
151.113, 48.983, 0.9
152.063, 49.116, 0.9
152.998, 49.328, 0.9
153.912, 49.617, 0.9
154.799, 49.982, 0.9
155.653, 50.418, 0.9
156.467, 50.925, 0.9
157.237, 51.498, 0.9
157.955, 52.132, 0.9
158.619, 52.825, 0.9
159.222, 53.570, 0.9
159.762, 54.363, 0.9
160.233, 55.198, 0.9
160.633, 56.070, 0.9
160.959, 56.971, 0.9
161.209, 57.897, 0.9
161.381, 58.841, 0.9
161.486, 60.105, 0.9
161.500, 60.748, 0.9
161.499, 158.988, 0.9
161.490, 159.715, 0.9
161.438, 160.673, 0.9
161.307, 161.623, 0.9
161.097, 162.558, 0.9
160.809, 163.473, 0.9
160.447, 164.361, 0.9
160.012, 165.216, 0.9
159.507, 166.031, 0.9
158.935, 166.801, 0.9
158.302, 167.521, 0.9
157.611, 168.186, 0.9
156.867, 168.791, 0.9
156.075, 169.332, 0.9
155.241, 169.805, 0.9
154.370, 170.207, 0.9
153.469, 170.534, 0.9
152.544, 170.786, 0.9
151.600, 170.960, 0.9
150.313, 171.068, 0.9
149.670, 171.082, 0.9
70.559, 171.081, 0.9
69.861, 171.072, 0.9
68.903, 171.020, 0.9
67.953, 170.888, 0.9
67.018, 170.677, 0.9
66.103, 170.389, 0.9
65.215, 170.026, 0.9
64.361, 169.591, 0.9
63.546, 169.085, 0.9
62.776, 168.514, 0.9
62.056, 167.880, 0.9
61.392, 167.189, 0.9
60.787, 166.444, 0.9
60.247, 165.652, 0.9
59.775, 164.818, 0.9
59.373, 163.947, 0.9
59.046, 163.045, 0.9
58.795, 162.120, 0.9
58.621, 161.177, 0.9
58.513, 159.884, 0.9
58.500, 159.240, 0.9
58.501, 60.955, 0.9
59.501, 60.968, 0.9
59.510, 60.287, 0.9
59.562, 59.372, 0.9
59.694, 58.466, 0.9
59.904, 57.574, 0.9
