X Y Z i j k
20.0000, 3.6101, 11.3082, -0.0000, 0.0349, 0.9994
20.0000, -2.7425, 11.3391, 0.0000, -0.0291, 0.9996
20.0000, 17.1692, 9.8572, -0.0164, 0.1912, 0.9814
20.0000, 9.3722, 10.9234, -0.0001, 0.0974, 0.9952
17.6415, 20.0000, 9.7702, 0.2842, -0.1160, 0.9517
20.0000, 20.0000, 9.3357, 0.0648, 0.1214, 0.9905
20.0000, 17.8143, 9.7445, 0.0020, 0.1756, 0.9845
9.8908, 20.0000, 10.8763, 0.1010, -0.0000, 0.9949
15.6061, 20.0000, 10.1210, 0.1616, -0.0000, 0.9869
-4.8354, 20.0000, 11.2532, -0.0453, -0.0001, 0.9990
2.7073, 20.0000, 11.3397, 0.0286, 0.0000, 0.9996
-14.7420, 20.0000, 10.2571, -0.1537, -0.0000, 0.9881
-9.1956, 20.0000, 10.9411, -0.0961, -0.0001, 0.9954
-20.0000, 17.9044, 9.7220, 0.0894, 0.2600, 0.9615
-20.0000, 20.0000, 9.3406, -0.1192, 0.0631, 0.9909
-18.0302, 20.0000, 9.7021, -0.1677, 0.0079, 0.9858
-20.0000, 9.9027, 10.8750, 0.0000, 0.0995, 0.9950
-20.0000, 14.6953, 10.2661, 0.0000, 0.1563, 0.9877
-20.0000, -2.9991, 11.3261, 0.0000, -0.0297, 0.9996
-20.0000, 3.2124, 11.3225, 0.0000, 0.0353, 0.9994
-20.0000, -14.7754, 10.2522, 0.0000, -0.1541, 0.9881
-20.0000, -9.6321, 10.8973, 0.0001, -0.0990, 0.9951
-17.7432, -20.0000, 9.7516, -0.2753, 0.1063, 0.9555
-20.0000, -20.0000, 9.3327, -0.0659, -0.1213, 0.9904
-20.0000, -18.1864, 9.6714, -0.0128, -0.1657, 0.9861
-8.7994, -20.0000, 10.9762, -0.0948, 0.0001, 0.9955
-14.6777, -20.0000, 10.2689, -0.1560, 0.0000, 0.9878
20.0000, -9.6255, 10.9035, -0.0001, -0.1026, 0.9947
20.0000, -15.2349, 10.1801, -0.0000, -0.1582, 0.9874
20.0000, -17.3441, 9.8248, 0.0000, -0.1722, 0.9851
20.0000, -20.0000, 9.3327, 0.1218, -0.0666, 0.9903
18.0123, -20.0000, 9.7056, 0.1704, -0.0079, 0.9853
9.6320, -20.0000, 10.8974, 0.0996, 0.0001, 0.9950
15.0951, -20.0000, 10.2049, 0.1575, -0.0000, 0.9875
-3.8654, -20.0000, 11.2958, -0.0443, 0.0000, 0.9990
3.4500, -20.0000, 11.3129, 0.0335, 0.0000, 0.9994
-3.1788, -20.0000, 11.7815, -0.0303, -0.0003, 0.9995
8.8456, -20.0000, 11.4400, 0.0933, -0.0002, 0.9956
20.0000, -20.0000, 9.8112, 0.1198, -0.0656, 0.9906
20.0000, -9.9202, 11.3442, 0.0003, -0.0957, 0.9954
20.0000, -0.1773, 11.8209, 0.0003, -0.0004, 1.0000
20.0000, 11.0954, 11.2282, 0.0003, 0.1030, 0.9947
20.0000, 20.0000, 9.8144, 0.0638, 0.1194, 0.9908
12.1614, 20.0000, 11.1109, 0.1109, 0.0003, 0.9938
0.9310, 20.0000, 11.8236, 0.0008, 0.0003, 1.0000
-8.8469, 20.0000, 11.4429, -0.0936, 0.0002, 0.9956
-20.0000, 20.0000, 9.8190, -0.1172, 0.0622, 0.9912
-20.0000, 9.9196, 11.3427, -0.0003, 0.0962, 0.9954
-20.0000, 0.1785, 11.8195, -0.0003, 0.0003, 1.0000
-20.0000, -11.0942, 11.2251, -0.0003, -0.1056, 0.9944
-20.0000, -20.0000, 9.8112, -0.0649, -0.1193, 0.9907
-12.1610, -20.0000, 11.1099, -0.1136, -0.0003, 0.9935
-3.1788, -20.0000, 11.7815, -0.0303, -0.0003, 0.9995
-3.5152, -20.0000, 12.2459, -0.0300, -0.0007, 0.9995
9.0687, -20.0000, 11.9112, 0.0862, -0.0006, 0.9963
20.0000, -20.0000, 10.3150, 0.1176, -0.0646, 0.9910
20.0000, -10.1218, 11.8173, 0.0006, -0.0941, 0.9956
20.0000, 0.2264, 12.2846, 0.0006, -0.0001, 1.0000
20.0000, 11.2735, 11.7037, 0.0006, 0.1012, 0.9949
20.0000, 20.0000, 10.3182, 0.0629, 0.1173, 0.9911
12.3182, 20.0000, 11.5888, 0.1090, 0.0007, 0.9940
1.3125, 20.0000, 12.2872, 0.0012, 0.0006, 1.0000
-9.0700, 20.0000, 11.9141, -0.0872, 0.0006, 0.9962
-20.0000, 20.0000, 10.3227, -0.1151, 0.0613, 0.9915
-20.0000, 10.1212, 11.8159, -0.0006, 0.0946, 0.9955
-20.0000, -0.2251, 12.2831, -0.0006, -0.0001, 1.0000
-20.0000, -11.2723, 11.7006, -0.0006, -0.1038, 0.9946
-20.0000, -20.0000, 10.3150, -0.0639, -0.1171, 0.9911
-12.3178, -20.0000, 11.5877, -0.1116, -0.0007, 0.9937
-3.5152, -20.0000, 12.2459, -0.0300, -0.0007, 0.9995
-3.8517, -20.0000, 12.7102, -0.0298, -0.0010, 0.9996
9.2918, -20.0000, 12.3824, 0.0847, -0.0010, 0.9964
20.0000, -20.0000, 10.8188, 0.1155, -0.0636, 0.9913
20.0000, -10.3234, 12.2904, 0.0010, -0.0925, 0.9957
20.0000, 0.6300, 12.7483, 0.0010, 0.0003, 1.0000
20.0000, 11.4516, 12.1793, 0.0010, 0.0994, 0.9950
20.0000, 20.0000, 10.8220, 0.0619, 0.1151, 0.9914
12.4750, 20.0000, 12.0667, 0.1143, 0.0010, 0.9934
1.6939, 20.0000, 12.7509, 0.0015, 0.0010, 1.0000
-9.2931, 20.0000, 12.3853, -0.0857, 0.0010, 0.9963
-20.0000, 20.0000, 10.8264, -0.1130, 0.0603, 0.9918
-20.0000, 10.3228, 12.2890, -0.0010, 0.0930, 0.9957
-20.0000, -0.6286, 12.7467, -0.0010, -0.0004, 1.0000
-20.0000, -11.4504, 12.1761, -0.0010, -0.1019, 0.9948
-20.0000, -20.0000, 10.8188, -0.0629, -0.1150, 0.9914
-12.4746, -20.0000, 12.0655, -0.1166, -0.0010, 0.9932
-3.8517, -20.0000, 12.7102, -0.0298, -0.0010, 0.9996
-4.1881, -20.0000, 13.1746, -0.0295, -0.0013, 0.9996
7.3865, -20.0000, 13.0205, 0.0563, -0.0012, 0.9984
20.0000, -20.0000, 11.3226, 0.1133, -0.0626, 0.9916
20.0000, -10.5250, 12.7635, 0.0013, -0.0908, 0.9959
20.0000, 1.0336, 13.2120, 0.0013, 0.0006, 1.0000
20.0000, 11.6298, 12.6549, 0.0013, 0.0977, 0.9952
20.0000, 20.0000, 11.3259, 0.0609, 0.1130, 0.9917
12.6318, 20.0000, 12.5446, 0.1122, 0.0014, 0.9937
2.0754, 20.0000, 13.2145, 0.0018, 0.0013, 1.0000
-9.5162, 20.0000, 12.8564, -0.0842, 0.0013, 0.9964
-20.0000, 20.0000, 11.3300, -0.1109, 0.0594, 0.9921
-20.0000, 10.5245, 12.7622, -0.0013, 0.0913, 0.9958
-20.0000, -1.0322, 13.2103, -0.0013, -0.0008, 1.0000
-20.0000, -11.6285, 12.6516, -0.0013, -0.1001, 0.9950
