X Y Z Rotation_Matrix
10.0, 20.0, 38.27987919116131, [[0.02624419193927053, -0.004761429073869691, -0.999644222], [-0.178513717, -0.983937423, 0.0], [-0.9835873597115199, 0.17845020574679316, -0.026672623]]
-30.0, 20.0, 36.979881729199, [[0.015421749691702256, -0.001995026146462917, -0.999879087], [-0.128295381, -0.991736001, 0.0], [-0.9916160872249111, 0.12827986842059713, -0.015550257]]
-30.0, 11.240148848561596, 47.52221397798783, [[0.00014787254548881602, -0.00010405833035414401, -0.999999984], [-0.575492934, -0.817806751, 0.0], [-0.817806737915092, 0.5754929247921131, -0.000180816]]
-30.0, 7.068337427674791, 49.85826516792667, [[0.00014507398298803202, -5.6967145274754003e-05, -0.999999988], [-0.365506713, -0.930808704, 0.0], [-0.9308086928302955, 0.36550670861391943, -0.000155858]]
-30.0, 3.9099460070719445, 50.438337802318955, [[0.00012702016618176, -3.18134683076e-06, -0.999999992], [-0.025038146, -0.999686496, 0.0], [-0.999686488002508, 0.025038145799694832, -0.00012706]]
-30.0, -3.9181195168181873, 50.448275199127494, [[-0.0013394403931129679, -8.536702947450599e-05, -0.999999099], [0.063604307, -0.997975196, 0.0], [-0.9979742968243484, -0.06360424969251939, 0.001342158]]
-30.0, -8.549617082348043, 49.25347663451216, [[-0.0015331855974878518, -0.000657847761039084, -0.999998608], [0.394308276, -0.918978228, 0.0], [-0.9189769487823065, -0.3943077271228798, 0.001668359]]
-30.0, -12.415655255506067, 46.46064693877737, [[-0.001463155913626296, -0.0013036174949736, -0.99999808], [0.6652284, -0.746639924, 0.0], [-0.7466384904513459, -0.6652271227614721, 0.001959654]]
-30.0, -19.999998092651367, 38.279877822543824, [[-0.02624419193927053, -0.004761429073869691, -0.999644222], [0.178513717, -0.983937423, 0.0], [-0.9835873597115199, -0.17845020574679316, 0.026672623]]
10.0, -19.999998092651367, 36.97988028058563, [[-0.015421749691702256, -0.001995026146462917, -0.999879087], [0.128295381, -0.991736001, 0.0], [-0.9916160872249111, -0.12827986842059713, 0.015550257]]
10.0, -19.999998092651367, 37.74779006632509, [[-0.015026895845814436, -0.001956781746655065, -0.999885175], [0.129128421, -0.991627879, 0.0], [-0.9915140153287938, -0.12911359382905865, 0.015153765]]
10.0, -11.44386367455639, 48.04495533679855, [[-0.000167215366696532, -0.000115374960447748, -0.999999979], [0.567913133, -0.823088497, 0.0], [-0.8230884797151415, -0.5679131210738242, 0.000203156]]
10.0, -7.369073472054886, 50.32667767016268, [[-0.000164865374567028, -6.386200332468e-05, -0.999999984], [0.36120634, -0.932485914, 0.0], [-0.9324858990802254, -0.3612063342206986, 0.000176802]]
10.0, -4.284132998578912, 50.893260207256375, [[-0.00014376074708558498, -3.9499129153399995e-06, -0.99999999], [0.027465236, -0.999622759, 0.0], [-0.9996227490037723, -0.02746523572534764, 0.000143815]]
10.0, 4.29334010754539, 50.90445344651393, [[0.001517034786276789, -9.7753410427257e-05, -0.999998845], [-0.064303797, -0.997930369, 0.0], [-0.9979292163904239, 0.06430372272911446, -0.001520181]]
10.0, 8.816778670877127, 49.73753056633008, [[0.001733374789519304, -0.000731204582081391, -0.99999823], [-0.388672119, -0.921376136, 0.0], [-0.9213745051642392, 0.38867143105034935, -0.001881289]]
10.0, 12.592612440684391, 47.00986389838831, [[0.001658550695999428, -0.001444059406868183, -0.999997582], [-0.656655391, -0.754190756, 0.0], [-0.754188932366752, 0.6566538032072646, -0.002199113]]
10.0, 20.0, 39.019968917937334, [[0.025861429744589822, -0.00463955837646336, -0.999654771], [-0.17658159, -0.984286006, 0.0], [-0.9839462019264347, 0.1765206289142659, -0.026274304]]
-30.0, 20.0, 37.74779145642693, [[0.015026895845814436, -0.001956781746655065, -0.999885175], [-0.129128421, -0.991627879, 0.0], [-0.9915140153287938, 0.12911359382905865, -0.015153765]]
-30.0, 11.4438663171997, 48.04495318780207, [[0.000167215346584088, -0.000115374989702212, -0.999999979], [-0.567913277, -0.823088398, 0.0], [-0.8230883807151437, 0.5679132650738212, -0.000203156]]
-30.0, 7.369073766566075, 50.326677605881855, [[0.000164865374567028, -6.386200332468e-05, -0.999999984], [-0.36120634, -0.932485914, 0.0], [-0.9324858990802254, 0.3612063342206986, -0.000176802]]
-30.0, 4.284133309233063, 50.89326017900922, [[0.00014376074708558498, -3.9499129153399995e-06, -0.99999999], [-0.027465236, -0.999622759, 0.0], [-0.9996227490037723, 0.02746523572534764, -0.000143815]]
-30.0, -4.293339829459967, 50.904453515477535, [[-0.001517034769554798, -9.7753674938751e-05, -0.999998845], [0.064303971, -0.997930358, 0.0], [-0.9979292053904365, -0.0643038967289135, 0.001520181]]
-30.0, -8.816775892327485, 49.73753183656588, [[-0.001733374789519304, -0.000731204582081391, -0.99999823], [0.388672119, -0.921376136, 0.0], [-0.9213745051642392, -0.38867143105034935, 0.001881289]]
-30.0, -12.592612162444325, 47.00986408236966, [[-0.001658550445300546, -0.001444059697151099, -0.999997582], [0.656655523, -0.754190642, 0.0], [-0.7541888183670276, -0.6566539352069454, 0.002199113]]
-30.0, -19.999998092651367, 39.019967613940835, [[-0.025861429744589822, -0.00463955837646336, -0.999654771], [0.17658159, -0.984286006, 0.0], [-0.9839462019264347, -0.1765206289142659, 0.026274304]]
10.0, -19.999998092651367, 37.74779006632509, [[-0.015026895845814436, -0.001956781746655065, -0.999885175], [0.129128421, -0.991627879, 0.0], [-0.9915140153287938, -0.12911359382905865, 0.015153765]]
10.0, -19.999998092651367, 38.51569985206454, [[-0.014635243529115056, -0.0019181786254008882, -0.999891059], [0.129954274, -0.991519988, 0.0], [-0.9914119708209872, -0.12994011665143618, 0.014760412]]
10.0, -11.647581167443505, 48.56769451274618, [[-0.00018678932802429303, -0.000126327526376861, -0.999999975], [0.560218213, -0.828345069, 0.0], [-0.8283450482913733, -0.5602181989945446, 0.000225497]]
10.0, -7.669809782498106, 50.79509012208942, [[-0.000184561020182847, -7.0509076245135e-05, -0.99999998], [0.356879685, -0.934150357, 0.0], [-0.9341503383169929, -0.3568796778624063, 0.000197571]]
10.0, -4.658320275107172, 51.34818259832967, [[-0.000160846964126893, -4.814428067108e-06, -0.999999987], [0.029918332, -0.999552347, 0.0], [-0.9995523340058194, -0.029918331611061683, 0.000160919]]
10.0, 4.6685604421402545, 51.36063174388144, [[0.0016965274573830839, -0.000110526917775408, -0.999998555], [-0.065011092, -0.997884541, 0.0], [-0.9978830990568383, 0.06501099805897206, -0.001700124]]
10.0, 9.083937447962356, 50.22158577683808, [[0.0019348723923745441, -0.0008021745024097281, -0.999997806], [-0.382978496, -0.923757258, 0.0], [-0.9237552312765759, 0.3829776557451798, -0.002094568]]
10.0, 12.769569378538215, 47.559081021538226, [[0.0018567977472612718, -0.0015791850359332198, -0.999997029], [-0.647864405, -0.761755678, 0.0], [-0.7617534148238806, 0.6478624801948527, -0.002437524]]
10.0, 20.0, 39.76005864471336, [[0.025480482249852197, -0.004519822562999298, -0.999665102], [-0.174657202, -0.984629302, 0.0], [-0.9842995516160188, 0.17459870965236463, -0.025878249]]
-30.0, 20.0, 38.51570118365486, [[0.014635243529115056, -0.0019181786254008882, -0.999891059], [-0.129954274, -0.991519988, 0.0], [-0.9914119708209872, 0.12994011665143618, -0.014760412]]
-30.0, 11.647583785837803, 48.56769239761631, [[0.00018678930592558703, -0.000126327559073926, -0.999999975], [-0.560218358, -0.828344971, 0.0], [-0.8283449502913758, 0.5602183439945411, -0.000225497]]
-30.0, 7.669810105457358, 50.79509004383705, [[0.000184561020182847, -7.0509076245135e-05, -0.99999998], [-0.356879685, -0.934150357, 0.0], [-0.9341503383169929, 0.3568796778624063, -0.000197571]]
-30.0, 4.658320611394181, 51.34818255569947, [[0.00016084696316137902, -4.814456227933e-06, -0.999999987], [-0.029918507, -0.999552341, 0.0], [-0.9995523280058196, 0.02991850661105941, -0.000160919]]
-30.0, -4.6685601421017395, 51.360631831827575, [[-0.0016965274386817198, -0.00011052721359698399, -0.999998555], [0.065011266, -0.99788453, 0.0], [-0.9978830880568541, -0.06501117205872063, 0.001700124]]
-30.0, -9.083934702306927, 50.221587038619596, [[-0.0019348725327106, -0.000802174163089712, -0.999997806], [0.382978334, -0.923757325, 0.0], [-0.9237552982764289, -0.3829774937455352, 0.002094568]]
-30.0, -12.769569069382584, 47.55908122596195, [[-0.00185679747182106, -0.001579185360123912, -0.999997029], [0.647864538, -0.761755565, 0.0], [-0.7617533018242163, -0.6478626131944576, 0.002437524]]
-30.0, -19.999998092651367, 39.76005740533785, [[-0.025480482249852197, -0.004519822562999298, -0.999665102], [0.174657202, -0.984629302, 0.0], [-0.9842995516160188, -0.17459870965236463, 0.025878249]]
10.0, -19.999998092651367, 38.51569985206454, [[-0.014635243529115056, -0.0019181786254008882, -0.999891059], [0.129954274, -0.991519988, 0.0], [-0.9914119708209872, -0.12994011665143618, 0.014760412]]
10.0, -19.999998092651367, 39.283609637804005, [[-0.014246964203042339, -0.001879255838444796, -0.999896741], [0.130772943, -0.991412345, 0.0], [-0.9913099727526676, -0.13075943951667876, 0.014370372]]
10.0, -11.851298660330627, 49.09043368869381, [[-0.00020644457055363, -0.000136810473067944, -0.999999969], [0.552408012, -0.833573865, 0.0], [-0.8335738391592101, -0.5524079948753516, 0.000247662]]
10.0, -7.970546092941319, 51.263502574016165, [[-0.000204683662028574, -6.0557482102512e-05, -0.999999977], [0.283702728, -0.958912281, 0.0], [-0.9589122589450175, -0.28370272147483727, 0.000213454]]
10.0, -5.032507551635426, 51.80310498940297, [[-0.00017810445371251398, -5.7732789403739995e-06, -0.999999984], [0.032398113, -0.999475043, 0.0], [-0.9994750270083993, -0.032398112481630194, 0.000178198]]
10.0, 5.043780776735112, 51.81681004124897, [[0.001877917571981952, -0.000123695837021517, -0.999998229], [-0.065726191, -0.997837696, 0.0], [-0.9978359288294405, 0.06572607459891575, -0.001881987]]
10.0, 9.351096225047591, 50.70564098734609, [[0.00213782926565107, -0.0008707801594173, -0.999997336], [-0.37722729, -0.926120711, 0.0], [-0.9261182438144259, 0.3772262850664994, -0.00230837]]
10.0, 12.946526316392038, 48.10829814468814, [[0.00205773707968864, -0.001708746056663464, -0.999996423], [-0.638851876, -0.76932976, 0.0], [-0.7693270081074485, 0.6388495908268396, -0.002674714]]
10.0, 20.0, 40.50014837148939, [[0.025101014722706646, -0.004402143897868878, -0.999675227], [-0.172740742, -0.984967327, 0.0], [-0.9846474362063082, 0.17268464047099844, -0.025484109]]
-30.0, 20.0, 39.28361091088279, [[0.014246964203042339, -0.001879255838444796, -0.999896741], [-0.130772943, -0.991412345, 0.0], [-0.9913099727526676, 0.13075943951667876, -0.014370372]]
-30.0, 11.851301254475906, 49.090431607430546, [[0.00020644454677807802, -0.000136810508978934, -0.999999969], [-0.552408157, -0.833573769, 0.0], [-0.8335737431592132, 0.5524081398753471, -0.000247662]]
-30.0, 7.970546444348642, 51.263502481792244, [[0.000204683662028574, -6.0557482102512e-05, -0.999999977], [-0.283702728, -0.958912281, 0.0], [-0.9589122589450175, 0.28370272147483727, -0.000213454]]
-30.0, 5.0325079135553, 51.80310493238973, [[0.00017810445371251398, -5.7732789403739995e-06, -0.999999984], [-0.032398113, -0.999475043, 0.0], [-0.9994750270083993, 0.032398112481630194, -0.000178198]]
-30.0, -5.043780454743512, 51.81681014817761, [[-0.001877917551280095, -0.000123696164487255, -0.999998229], [0.065726365, -0.997837685, 0.0], [-0.9978359178294599, -0.06572624859860758, 0.001881987]]
-30.0, -9.351093512286369, 50.70564224067331, [[-0.00213782941800349, -0.0008707797854613601, -0.999997336], [0.377227128, -0.926120777, 0.0], [-0.92611830981425, -0.37722612306693104, 0.00230837]]
-30.0, -12.946525976320842, 48.108298369554234, [[-0.002057736782795386, -0.001708746417749854, -0.999996423], [0.638852011, -0.769329649, 0.0], [-0.7693268971078455, -0.6388497258263567, 0.002674714]]
-30.0, -19.999998092651367, 40.50014719673486, [[-0.025101013958183375, -0.004402148281135626, -0.999675227], [0.172740914, -0.984967297, 0.0], [-0.9846474062160514, -0.17268481241513747, 0.025484109]]
10.0, -19.999998092651367, 39.283609637804005, [[-0.014246964203042339, -0.001879255838444796, -0.999896741], [0.130772943, -0.991412345, 0.0], [-0.9913099727526676, -0.13075943951667876, 0.014370372]]
10.0, -19.999998092651367, 40.05151942354345, [[-0.01386223022363394, -0.00184005296993878, -0.999902222], [0.131584429, -0.991304967, 0.0], [-0.9912080391829368, -0.13157156293770125, 0.01398382]]
10.0, -12.05501615321775, 49.61317286464144, [[-0.00022632424272042, -0.00014691659810651202, -0.999999964], [0.544482404, -0.838772265, 0.0], [-0.8387722348041985, -0.5444823843986335, 0.000269828]]
10.0, -8.27128240338454, 51.7319150259429, [[-0.000223954164779198, -6.5553194170841e-05, -0.999999973], [0.280920991, -0.959730898, 0.0], [-0.9597308720872657, -0.2809209834151333, 0.000233351]]
10.0, -5.40669482816368, 52.258027380476264, [[-0.000195357884917188, -6.82307190621e-06, -0.999999981], [0.03490473, -0.999390644, 0.0], [-0.9993906250115777, -0.03490472933681013, 0.000195477]]
10.0, 5.419001111329969, 52.2729883386165, [[0.0020615524741167952, -0.000137292095150892, -0.999997866], [-0.066449268, -0.997789805, 0.0], [-0.9977876757165561, 0.06644912619726209, -0.002066119]]
10.0, 9.618255002132827, 51.18969619785409, [[0.002342236462825688, -0.00093697569939292, -0.999996818], [-0.371418395, -0.928465603, 0.0], [-0.9284626486224512, 0.3714172131466671, -0.002522696]]
10.0, 13.123483254245855, 48.657515267838065, [[0.002261330070737679, -0.0018326074834863991, -0.999995764], [-0.629614679, -0.776907559, 0.0], [-0.77690426801958, 0.6296120119522197, -0.002910681]]
10.0, 20.0, 41.24023809826541, [[0.02472303760262882, -0.0042865025941778954, -0.999685149], [-0.170832227, -0.985300132, 0.0], [-0.9849899092681397, 0.17077844030249684, -0.025091885]]
-30.0, 20.0, 40.05152063811072, [[0.013862057736569683, -0.0018400300742481342, -0.999902224], [-0.131584429, -0.991304967, 0.0], [-0.9912080411655466, 0.1315715632008701, -0.013983646]]
-30.0, 12.05501872311401, 49.61317081724478, [[0.00022632421708676002, -0.0001469166375014, -0.999999964], [-0.54448255, -0.83877217, 0.0], [-0.838772139804202, 0.5444825303986283, -0.000269828]]
-30.0, 8.271282783239926, 51.73191491974744, [[0.000223954164779198, -6.5553194170841e-05, -0.999999973], [-0.280920991, -0.959730898, 0.0], [-0.9597308720872657, 0.2809209834151333, -0.000233351]]
-30.0, 5.406695215716418, 52.25802730907999, [[0.000195357884917188, -6.82307190621e-06, -0.999999981], [-0.03490473, -0.999390644, 0.0], [-0.9993906250115777, 0.03490472933681013, -0.000195477]]
-30.0, -5.419000767385292, 52.27298846452766, [[-0.002061552449323367, -0.000137292454655598, -0.999997866], [0.066449442, -0.997789793, 0.0], [-0.9977876637165818, -0.06644930019689077, 0.002066119]]
-30.0, -9.61825232226581, 51.189697442727024, [[-0.002342236626800928, -0.000936975290716168, -0.999996818], [0.371418233, -0.928465668, 0.0], [-0.9284627136222443, -0.37141705114718254, 0.002522696]]
-30.0, -13.1234828832591, 48.65751551314653, [[-0.002261330070737679, -0.0018326074834863991, -0.999995764], [0.629614679, -0.776907559, 0.0], [-0.77690426801958, -0.6296120119522197, 0.002910681]]
-30.0, -19.999998092651367, 41.240236988131876, [[-0.02472303760262882, -0.0042865025941778954, -0.999685149], [0.170832227, -0.985300132, 0.0], [-0.9849899092681397, -0.17077844030249684, 0.025091885]]
10.0, -19.999998092651367, 40.05151942354345, [[-0.01386223022363394, -0.00184005296993878, -0.999902222], [0.131584429, -0.991304967, 0.0], [-0.9912080391829368, -0.13157156293770125, 0.01398382]]
10.0, -19.999998092651367, 40.819429209282916, [[-0.01348052170909905, -0.001800519981815331, -0.999907513], [0.132388907, -0.99119785, 0.0], [-0.9911061770844471, -0.13237666274715829, 0.013600233]]
10.0, -12.258733646104865, 50.135912040589076, [[-0.000246276981262455, -0.000156543850978581, -0.999999957], [0.536441599, -0.843937445, 0.0], [-0.8439374087106899, -0.5364415759330112, 0.000291819]]
10.0, -8.572018713827752, 52.20032747786964, [[-0.000243255309037243, -7.0433639627582e-05, -0.999999968], [0.278122306, -0.960545669, 0.0], [-0.9605456382625387, -0.2781222971000862, 0.000253247]]
10.0, -5.780882104691933, 52.71294977154956, [[-0.000212955599116965, -7.978333460445e-06, -0.999999977], [0.037438509, -0.999298933, 0.0], [-0.9992989100161245, -0.03743850813891429, 0.000213105]]
10.0, 5.794221445924826, 52.72916663598403, [[0.002247082983111469, -0.00015130196035247398, -0.999997464], [-0.067180494, -0.997740839, 0.0], [-0.9977383087292323, 0.06718032363026721, -0.002252171]]
10.0, 9.885413779218055, 51.673751408362094, [[0.002548083441690416, -0.0010007141834963, -0.999996253], [-0.36555155, -0.930791096, 0.0], [-0.9307876083257632, 0.36555018027834213, -0.002737546]]
10.0, 13.300440192099678, 49.20673239098797, [[0.002467672747034124, -0.001950744259297878, -0.999995053], [-0.620149739, -0.784483462, 0.0], [-0.7844795811603135, 0.6201466711192413, -0.003145602]]
10.0, 20.0, 41.98032782504144, [[0.024346732101492, -0.00417289940672225, -0.999694865], [-0.168931327, -0.985627824, 0.0], [-0.9853270744539239, 0.16887978013953586, -0.02470175]]
-30.0, 20.0, 40.81943036533865, [[0.01348052170909905, -0.001800519981815331, -0.999907513], [-0.132388907, -0.99119785, 0.0], [-0.9911061770844471, 0.13237666274715829, -0.013600233]]
-30.0, 12.258736191752106, 50.13591002705901, [[0.000246276981262455, -0.000156543850978581, -0.999999957], [-0.536441599, -0.843937445, 0.0], [-0.8439374087106899, 0.5364415759330112, -0.000291819]]
-30.0, 8.57201912213121, 52.20032735770263, [[0.000243255309037243, -7.0433639627582e-05, -0.999999968], [-0.278122306, -0.960545669, 0.0], [-0.9605456382625387, 0.2781222971000862, -0.000253247]]
-30.0, 5.780882517877529, 52.71294968577024, [[0.000212955599116965, -7.978333460445e-06, -0.999999977], [-0.037438509, -0.999298933, 0.0], [-0.9992989100161245, 0.03743850813891429, -0.000213105]]
-30.0, -5.7942210800270715, 52.72916678087769, [[-0.0022470829560854166, -0.000151302352230228, -0.999997464], [0.067180668, -0.997740827, 0.0], [-0.9977382967292627, -0.06718049762982595, 0.002252171]]
-30.0, -9.885411132245252, 51.67375264478074, [[-0.0025480836168933598, -0.001000713740013848, -0.999996253], [0.365551388, -0.93079116, 0.0], [-0.9307876723255234, -0.3655500182789491, 0.002737546]]
-30.0, -13.300439790197359, 49.20673265673881, [[-0.002467672747034124, -0.001950744259297878, -0.999995053], [0.620149739, -0.784483462, 0.0], [-0.7844795811603135, -0.6201466711192413, 0.003145602]]
-30.0, -19.999998092651367, 41.98032677952888, [[-0.024346732101492, -0.00417289940672225, -0.999694865], [0.168931327, -0.985627824, 0.0], [-0.9853270744539239, -0.16887978013953586, 0.02470175]]
10.0, -19.999998092651367, 40.819429209282916, [[-0.01348052170909905, -0.001800519981815331, -0.999907513], [0.132388907, -0.99119785, 0.0], [-0.9911061770844471, -0.13237666274715829, 0.013600233]]
10.0, -19.999998092651367, 41.58733899502237, [[-0.013102183495339639, -0.00176071860292484, -0.999912613], [0.133186379, -0.991091009, 0.0], [-0.9910044005299965, -0.13317474024189832, 0.01321996]]
10.0, -12.462451138991987, 50.658651216536704, [[-0.000266297874425756, -0.000165689416000652, -0.999999951], [0.528285707, -0.849066671, 0.0], [-0.8490666293957332, -0.5282856811140004, 0.000313636]]
10.0, -8.872755024270973, 52.66873992979638, [[-0.00026258876202115203, -7.5198316723992e-05, -0.999999963], [0.275306493, -0.961356508, 0.0], [-0.9613564724298093, -0.27530648281365977, 0.000273144]]
10.0, -6.155069381220194, 53.16787216262286, [[-0.000230722200971574, -9.236268916464e-06, -0.999999973], [0.039999952, -0.999199682, 0.0], [-0.9991996550216086, -0.0399999509200013, 0.000230907]]
10.0, 6.169441780519691, 53.185344933351544, [[0.00243468177117726, -0.000165746008518156, -0.999997022], [-0.067919868, -0.99769078, 0.0], [-0.9976878088768572, 0.06791966573463308, -0.002440317]]
10.0, 8.8833858770315, 52.68529721967122, [[0.002701207375907482, -0.00074391575599211, -0.999996075], [-0.26551607, -0.964106434, 0.0], [-0.9641026498822465, 0.2655150278494252, -0.002801773]]
10.0, 12.470287079083818, 50.67874979636584, [[0.0027465196536247552, -0.0016786837688197401, -0.999994819], [-0.521507708, -0.853246571, 0.0], [-0.8532421503295157, 0.5215050060685649, -0.003218905]]
10.0, 20.0, 42.72041755181746, [[0.023971936076819488, -0.004061289231917192, -0.999704382], [-0.167038232, -0.985950419, 0.0], [-0.985658954309036, 0.16698885249193263, -0.024313531]]
-30.0, 20.0, 41.587340092566585, [[0.013102183495339639, -0.00176071860292484, -0.999912613], [-0.133186379, -0.991091009, 0.0], [-0.9910044005299965, 0.13317474024189832, -0.01321996]]
-30.0, 12.46245366039021, 50.65864923687326, [[0.000266297874425756, -0.000165689416000652, -0.999999951], [-0.528285707, -0.849066671, 0.0], [-0.8490666293957332, 0.5282856811140004, -0.000313636]]
-30.0, 8.872755461022493, 52.66873979565783, [[0.00026258876202115203, -7.5198316723992e-05, -0.999999963], [-0.275306493, -0.961356508, 0.0], [-0.9613564724298093, 0.27530648281365977, -0.000273144]]
-30.0, 6.155069820038648, 53.1678720624605, [[0.000230722200971574, -9.236268916464e-06, -0.999999973], [-0.039999952, -0.999199682, 0.0], [-0.9991996550216086, 0.0399999509200013, -0.000230907]]
-30.0, -6.169441392668844, 53.18534509722774, [[-0.002434681741893456, -0.000165746433133314, -0.999997022], [0.067920042, -0.997690768, 0.0], [-0.9976877968768929, -0.06791983973411492, 0.002440317]]
-30.0, -8.883385509743732, 52.68529746406329, [[-0.002701207507590813, -0.0007439152852942461, -0.999996075], [0.265515902, -0.964106481, 0.0], [-0.9641026968820621, -0.26551485985008466, 0.002801773]]
-30.0, -12.470284588937375, 50.67875185252651, [[-0.0027465199465451103, -0.0016786832892028952, -0.999994819], [0.521507559, -0.853246662, 0.0], [-0.8532422413290441, -0.5215048570693368, 0.003218905]]
-30.0, -19.999998092651367, 42.7204165709259, [[-0.023971936076819488, -0.004061289231917192, -0.999704382], [0.167038232, -0.985950419, 0.0], [-0.985658954309036, -0.16698885249193263, 0.024313531]]
10.0, -19.999998092651367, 41.58733899502237, [[-0.013102183495339639, -0.00176071860292484, -0.999912613], [0.133186379, -0.991091009, 0.0], [-0.9910044005299965, -0.13317474024189832, 0.01321996]]
10.0, -19.999998092651367, 42.355248780761826, [[-0.012726868287492227, -0.001720620231014388, -0.99991753], [0.133977019, -0.990984439, 0.0], [-0.9909027125133157, -0.1339659699152431, 0.012842652]]
10.0, -12.666168631879103, 51.18139039248433, [[-0.000286528740383496, -0.000174440033538472, -0.999999944], [0.520014886, -0.854157198, 0.0], [-0.854157150167197, -0.5200148568791664, 0.000335452]]
10.0, -9.173491334714186, 53.137152381723126, [[-0.00028212069119123496, -7.9893377998005e-05, -0.999999957], [0.272473707, -0.962163229, 0.0], [-0.962163187626981, -0.27247369528363063, 0.000293215]]
10.0, -6.529256657748448, 53.62279455369615, [[-0.000248658175849252, -1.0599858557736e-05, -0.999999969], [0.042589554, -0.999092653, 0.0], [-0.9990926220281278, -0.04258955267972383, 0.000248884]]
10.0, 6.544662115114548, 53.64152323071908, [[0.0026245224438637884, -0.000180645494968016, -0.99999654], [-0.068667388, -0.997639609, 0.0], [-0.997636157166953, 0.06866715041083751, -0.002630732]]
10.0, 9.184977440046438, 53.15504171353371, [[0.0029050850820424804, -0.0007877312118540901, -0.99999547], [-0.261705591, -0.965147752, 0.0], [-0.9651433798806834, 0.2617044054736728, -0.00300999]]
10.0, 12.674566715288954, 51.2029315286684, [[0.002958993008328204, -0.0017660907411684512, -0.999994063], [-0.512508881, -0.858681924, 0.0], [-0.8586768260054173, 0.5125058382347736, -0.003445971]]
10.0, 20.0, 43.46050727859349, [[0.02359883079609899, -0.003951677006332364, -0.999713699], [-0.165152782, -0.986267995, 0.0], [-0.9859856254867634, 0.1651054985933606, -0.023927402]]
-30.0, 20.0, 42.35524981979451, [[0.012726868287492227, -0.001720620231014388, -0.99991753], [-0.133977019, -0.990984439, 0.0], [-0.9909027125133157, 0.1339659699152431, -0.012842652]]
-30.0, 12.666171129028314, 51.18138844668749, [[0.00028652870985736406, -0.00017444008352082002, -0.999999944], [-0.520015035, -0.854157107, 0.0], [-0.8541570591672021, 0.520015005879158, -0.000335452]]
-30.0, 9.173491799913776, 53.13715223361302, [[0.00028212069119123496, -7.9893377998005e-05, -0.999999957], [-0.272473707, -0.962163229, 0.0], [-0.962163187626981, 0.27247369528363063, -0.000293215]]
-30.0, 6.529257122199766, 53.62279443915075, [[0.000248658175849252, -1.0599858557736e-05, -0.999999969], [-0.042589554, -0.999092653, 0.0], [-0.9990926220281278, 0.04258955267972383, -0.000248884]]
-30.0, -6.544661705310624, 53.64152341357777, [[-0.0026245224122950044, -0.00018064595271538402, -0.99999654], [0.068667562, -0.997639597, 0.0], [-0.9976361451669945, -0.06866732441023549, 0.002630732]]
-30.0, -9.18497704646628, 53.155041975420644, [[-0.00290508522050202, -0.00078773070617577, -0.99999547], [0.261705423, -0.965147798, 0.0], [-0.965143425880475, -0.2617042374744338, 0.00300999]]
-30.0, -12.674564251445112, 51.202933555966794, [[-0.0029589933184655938, -0.0017660902242728012, -0.999994063], [0.512508731, -0.858682014, 0.0], [-0.8586769160048829, -0.5125056882356641, 0.003445971]]
-30.0, -19.999998092651367, 43.46050636232291, [[-0.02359883079609899, -0.003951677006332364, -0.999713699], [0.165152782, -0.986267995, 0.0], [-0.9859856254867634, -0.1651054985933606, 0.023927402]]
10.0, -19.999998092651367, 42.355248780761826, [[-0.012726868287492227, -0.001720620231014388, -0.99991753], [0.133977019, -0.990984439, 0.0], [-0.9909027125133157, -0.1339659699152431, 0.012842652]]
10.0, -19.999998092651367, 43.12315856650128, [[-0.012354920547586856, -0.0016802888456753158, -0.999922263], [0.134761002, -0.990878132, 0.0], [-0.9908011041066527, -0.13475052608398752, 0.012468658]]
10.0, -12.869886124766225, 51.704129568431966, [[-0.000306967670914883, -0.000182789461657165, -0.999999936], [0.511629785, -0.859206007, 0.0], [-0.8592059520108156, -0.5116297522556937, 0.000357269]]
10.0, -9.474227645157406, 53.605564833649865, [[-0.000301852205079984, -8.4516535627587e-05, -0.999999951], [0.269623767, -0.962965744, 0.0], [-0.9629656968146786, -0.26962375378843545, 0.000313461]]
10.0, -6.903443934276709, 54.07771694476945, [[-0.00026676198662042, -1.2072021880365e-05, -0.999999964], [0.045207639, -0.998977612, 0.0], [-0.998977576036806, -0.045207637372525, 0.000267035]]
10.0, 6.919882449709405, 54.0977015280866, [[0.0028164292902117935, -0.000195999486129816, -0.999996015], [-0.069423576, -0.997587273, 0.0], [-0.9975832976147172, 0.06942329934704965, -0.002823241]]
10.0, 9.486569003061376, 53.6247862073962, [[0.003110552534320044, -0.000830172280209945, -0.999994818], [-0.257863205, -0.966181436, 0.0], [-0.9661764292477986, 0.2578618687528717, -0.003219429]]
10.0, 12.87884635149409, 51.72711326097097, [[0.003173336260443264, -0.0018485929965610841, -0.999993256], [-0.503359006, -0.864077376, 0.0], [-0.8640715486621763, 0.5033556113468636, -0.003672514]]
10.0, 20.0, 44.20059700536952, [[0.02322725279969454, -0.003844018092144374, -0.999722821], [-0.163275166, -0.986580569, 0.0], [-0.9863071095844651, 0.16322990955276329, -0.023543189]]
-30.0, 20.0, 43.123159547022446, [[0.012354920547586856, -0.0016802888456753158, -0.999922263], [-0.134761002, -0.990878132, 0.0], [-0.9908011041066527, 0.13475052608398752, -0.012468658]]
