J1 J2 J3 J5 J6
20.4092 25.7207 63.091 0.0512 59.8762
10.7028 11.6723 44.3945 0.0384 21.7845
5.6952 9.9615 41.4081 0.0332 7.417
-4.8497 10.1231 41.4992 -0.3594 -8.4215
-8.9664 11.5469 44.0016 -0.4003 -20.3003
-16.8483 19.8673 56.2021 -0.4818 -47.6972
-5.3536 18.1524 42.1074 -0.789 -6.3232
-16.528 35.9502 53.8809 -0.0512 -59.8761
-16.2928 35.0362 52.8925 -0.0519 -58.1996
-8.0186 25.2599 38.6886 -0.0396 -21.168
-3.8811 24.0464 36.3392 -0.0345 -7.4953
5.3804 23.9922 36.4603 0.3726 8.304
8.7718 25.0163 38.4114 0.4129 19.6042
15.3997 30.8712 47.6546 0.492 46.0393
6.3942 20.1712 40.892 0.7813 6.2996
20.1359 24.493 61.7975 0.0519 58.1996
10.5705 11.4157 44.0058 0.0396 21.168
5.8013 9.8229 41.2084 0.0345 7.4953
-4.8885 9.9786 41.2785 -0.3726 -8.304
-8.8096 11.2952 43.604 -0.4129 -19.6042
-16.4922 18.9314 55.0382 -0.492 -46.0393
-5.3627 17.6259 41.9013 -0.7813 -6.2996
-16.2928 35.0362 52.8925 -0.0519 -58.1996
-16.0328 34.1194 51.8667 -0.0526 -56.4316
-7.903 25.0644 38.3733 -0.0408 -20.5488
-3.9734 23.9369 36.1769 -0.0358 -7.5742
5.4136 23.8698 36.2827 0.386 8.1855
8.6344 24.8139 38.092 0.4255 18.9038
15.0726 30.1703 46.7408 0.5019 44.3203
6.3694 20.227 40.4711 0.7738 6.2762
19.8339 23.2606 60.4597 0.0526 56.4316
10.4368 11.1638 43.621 0.0408 20.5488
5.9075 9.6854 41.009 0.0358 7.5742
-4.9269 9.8353 41.058 -0.386 -8.1855
-8.6507 11.0487 43.2113 -0.4255 -18.9038
-16.112 18.0152 53.8664 -0.5019 -44.3203
-5.372 17.0982 41.6907 -0.7738 -6.2762
-16.0328 34.1194 51.8667 -0.0526 -56.4316
-15.7457 33.2032 50.8047 -0.0532 -54.568
-7.7862 24.8722 38.0607 -0.042 -19.9272
-4.0659 23.8282 36.0146 -0.0371 -7.6538
5.4466 23.748 36.1049 0.3996 8.0659
8.4953 24.6151 37.776 0.4381 18.1991
14.7241 29.4847 45.8191 0.5116 42.5401
6.3448 20.2863 40.051 0.7662 6.2528
19.5004 22.0288 59.0804 0.0532 54.568
10.3017 10.9165 43.2402 0.042 19.9272
6.014 9.5487 40.8096 0.0371 7.6538
-4.9651 9.6931 40.8375 -0.3996 -8.0659
-8.4897 10.8073 42.8235 -0.4381 -18.1991
-15.7069 17.1222 52.6911 -0.5116 -42.5401
-5.3813 16.5693 41.4756 -0.7662 -6.2529
-15.7457 33.2032 50.8047 -0.0532 -54.568
-15.4291 32.2917 49.7086 -0.0538 -52.6051
-7.6683 24.6834 37.7511 -0.0431 -19.3033
-4.1586 23.7201 35.8522 -0.0384 -7.734
5.4792 23.6269 35.9271 0.4132 7.9452
8.3545 24.4201 37.4637 0.4506 17.4904
14.3534 28.8167 44.8927 0.521 40.6989
19.1329 20.804 57.6639 0.0538 52.6051
10.1654 10.6738 42.8635 0.0431 19.3033
6.1205 9.4131 40.6105 0.0384 7.734
-5.0028 9.5521 40.6174 -0.4132 -7.9452
-8.3269 10.5712 42.441 -0.4506 -17.4904
-15.2763 16.2558 51.5169 -0.521 -40.6989
-15.4291 32.2917 49.7086 -0.0538 -52.6051
-15.0808 31.3896 48.5817 -0.0544 -50.5399
-7.5492 24.4978 37.4444 -0.0443 -18.6771
-4.2514 23.6126 35.6897 -0.0397 -7.815
5.5116 23.5064 35.7491 0.4269 7.8235
8.2121 24.2287 37.1552 0.4631 16.7779
13.9602 28.1689 43.9656 0.5302 38.7975
18.7287 19.5929 56.2154 0.0544 50.5399
10.0277 10.4356 42.491 0.0443 18.6771
6.2273 9.2783 40.4114 0.0397 7.815
-5.0403 9.4121 40.3973 -0.4269 -7.8235
-8.1622 10.3401 42.0637 -0.4631 -16.7779
-14.8198 15.4191 50.3488 -0.5302 -38.7975
-15.0808 31.3896 48.5817 -0.0544 -50.5399
-14.6984 30.5018 47.428 -0.055 -48.3697
-7.4291 24.3154 37.1407 -0.0454 -18.0489
-4.3444 23.5059 35.5273 -0.041 -7.8967
4.9548 23.3168 35.4277 0.4292 5.8416
8.0681 24.0409 36.8507 0.4756 16.0618
13.5441 27.5434 43.0419 0.5392 36.8372
18.2853 18.4029 54.7413 0.055 48.3698
9.8889 10.2019 42.1227 0.0454 18.0489
6.3343 9.1446 40.2127 0.041 7.8967
-4.3969 9.1779 40.0099 -0.4292 -5.8416
-7.9957 10.1141 41.6918 -0.4756 -16.0618
-14.3369 14.6152 49.1921 -0.5392 -36.8373
-14.6984 30.5018 47.428 -0.055 -48.3697
-14.2801 29.6338 46.2531 -0.0555 -46.0933
-7.308 24.1363 36.8402 -0.0466 -17.4188
-4.4376 23.3999 35.3648 -0.0424 -7.9792
5.027 23.2032 35.2604 0.4437 5.8441
7.9226 23.8567 36.5502 0.488 15.3422
13.1053 26.9425 42.1262 0.548 34.8203
17.8003 17.2419 53.2499 0.0555 46.0933
9.7489 9.9727 41.7589 0.0466 17.4188
6.4415 9.0117 40.014 0.0424 7.9792
-4.4804 9.0476 39.8031 -0.4437 -5.8441
-7.8275 9.8932 41.3255 -0.488 -15.3422
-13.8278 13.8466 48.0523 -0.548 -34.8203
-14.2801 29.6338 46.2531 -0.0555 -46.0933
-11.3018 26.4482 41.0512 -0.0509 -31.8285
-7.1859 23.9603 36.5428 -0.0477 -16.7868
-4.531 23.2945 35.2022 -0.0437 -8.0623
5.0991 23.0903 35.093 0.4583 5.8466
7.7758 23.6762 36.2539 0.5004 14.6194
11.8846 25.8679 40.2684 0.54 29.4354
14.3539 13.0015 46.8286 0.0509 31.8285
9.6078 9.7478 41.3994 0.0477 16.7869
6.5488 8.8798 39.8155 0.0437 8.0623
-4.5638 8.9183 39.5963 -0.4583 -5.8466
-7.6577 9.6772 40.9649 -0.5004 -14.6194
-12.4127 12.4631 45.7865 -0.54 -29.4355
-11.3018 26.4482 41.0512 -0.0509 -31.8285
-10.8826 25.958 40.251 -0.0519 -30.0051
-7.0629 23.7876 36.2489 -0.0488 -16.1533
-4.6245 23.1899 35.0396 -0.0451 -8.1462
5.1713 22.9779 34.9255 0.4731 5.8492
7.6276 23.4991 35.9619 0.5128 13.8936
11.4343 25.3961 39.4927 0.5499 27.5183
13.8696 12.3594 45.8486 0.0519 30.0051
9.4656 9.5274 41.0445 0.0488 16.1533
6.6564 8.7489 39.6174 0.0451 8.1462
-4.6473 8.7902 39.3898 -0.4731 -5.8492
-7.4863 9.4661 40.61 -0.5128 -13.8936
-11.8909 11.8711 44.8365 -0.5499 -27.5183
-10.8826 25.958 40.251 -0.0519 -30.0051
-10.4501 25.4916 39.4702 -0.0528 -28.1563
-6.939 23.618 35.9582 -0.05 -15.5183
-4.7183 23.086 34.877 -0.0465 -8.2309
5.2435 22.8662 34.7579 0.4881 5.8518
7.4781 23.3257 35.6745 0.5251 13.1649
10.9699 24.9489 38.7403 0.5596 25.5736
13.37 11.7505 44.897 0.0528 28.1563
9.3225 9.3111 40.694 0.05 15.5183
6.7641 8.6189 39.4193 0.0465 8.2309
-4.7307 8.663 39.1831 -0.4881 -5.8518
-7.3135 9.2598 40.261 -0.5251 -13.1649
-11.3531 11.313 43.9195 -0.5596 -25.5737
-10.4501 25.4916 39.4702 -0.0528 -28.1563
-10.0053 25.0493 38.7118 -0.0537 -26.2857
-6.8144 23.4514 35.6709 -0.0511 -14.8819
-4.8122 22.9827 34.7143 -0.0479 -8.3163
5.3156 22.7549 34.59 0.5033 5.8544
7.3274 23.1557 35.3916 0.5375 12.4337
10.4926 24.5266 38.0145 0.5691 23.6056
12.8564 11.175 43.9769 0.0537 26.2857
9.1785 9.0992 40.3483 0.0511 14.882
6.872 8.4898 39.2214 0.0479 8.3163
-4.8142 8.537 38.9766 -0.5033 -5.8544
-7.1394 9.0584 39.918 -0.5375 -12.4337
-10.8004 10.7887 43.0389 -0.5691 -23.6056
-10.0053 25.0493 38.7118 -0.0537 -26.2857
-9.5492 24.6311 37.9784 -0.0546 -24.3968
-6.689 23.2879 35.3872 -0.0522 -14.2444
-4.9062 22.8801 34.5516 -0.0493 -8.4024
5.5174 22.6546 34.452 0.5205 6.3481
7.1756 22.9892 35.1132 0.5497 11.7001
10.0037 24.1291 37.3182 0.5784 21.6183
12.33 10.6325 43.091 0.0546 24.3968
9.0337 8.8914 40.0071 0.0522 14.2444
6.9802 8.3618 39.0239 0.0493 8.4024
-5.0474 8.4267 38.804 -0.5205 -6.3481
-6.964 8.8615 39.5811 -0.5497 -11.7001
-10.2347 10.2978 42.1976 -0.5784 -21.6184
-9.5492 24.6311 37.9784 -0.0546 -24.3968
-9.083 24.2366 37.2725 -0.0555 -22.4935
-6.5629 23.1275 35.1071 -0.0534 -13.6059
-5.1355 22.7947 34.4331 -0.0509 -9.0031
5.5736 22.5431 34.2802 0.5359 6.2903
7.0229 22.826 34.8396 0.562 10.9644
9.5049 23.7561 36.654 0.5875 19.6165
11.7921 10.1225 42.2417 0.0555 22.4935
8.8881 8.6878 39.6709 0.0534 13.6059
7.244 8.2555 38.8772 0.0509 9.0031
-5.1123 8.3009 38.5934 -0.5359 -6.2903
-6.7874 8.6693 39.2503 -0.562 -10.9644
-9.6574 9.8394 41.3981 -0.5875 -19.6165
-9.083 24.2366 37.2725 -0.0555 -22.4935
-8.5351 23.8412 36.5391 -0.0561 -20.287
-6.4361 22.97 34.8306 -0.0545 -12.9665
-5.2112 22.6913 34.2645 -0.0524 -9.0196
5.6296 22.4323 34.1082 0.5514 6.2321
8.9348 23.3906 35.9818 0.5939 17.357
11.1601 9.6128 41.3639 0.0561 20.287
8.7417 8.4882 39.3393 0.0545 12.9665
7.331 8.1264 38.6733 0.0524 9.0196
-5.1772 8.1762 38.3829 -0.5514 -6.2321
-8.998 9.3897 40.594 -0.5939 -17.357
-8.5351 23.8412 36.5391 -0.0561 -20.287
-8.0617 23.4985 35.9065 -0.057 -18.4043
-5.2869 22.5885 34.0958 -0.0538 -9.0361
5.6855 22.322 33.9361 0.5671 6.1733
8.4284 23.0688 35.3977 0.6031 15.3716
10.6141 9.1727 40.6081 0.057 18.4043
7.4179 7.9982 38.4693 0.0538 9.0361
-5.2418 8.0526 38.1725 -0.5671 -6.1733
-8.4123 8.9988 39.895 -0.6031 -15.3715
-8.0617 23.4985 35.9065 -0.057 -18.4043
-7.5844 23.1773 35.307 -0.0578 -16.525
-5.3626 22.4864 33.927 -0.0552 -9.0528
5.7412 22.2125 33.7639 0.5829 6.1139
7.9187 22.7689 34.851 0.6122 13.3912
10.0637 8.7613 39.8934 0.0578 16.525
7.5048 7.871 38.2655 0.0552 9.0528
-5.3063 7.9302 37.9624 -0.5829 -6.1139
-7.8231 8.636 39.242 -0.6122 -13.3912
-7.5844 23.1773 35.307 -0.0578 -16.525
-7.1046 22.8765 34.7412 -0.0587 -14.6532
-5.4384 22.3851 33.758 -0.0567 -9.0696
5.7968 22.1035 33.5915 0.5988 6.0539
7.4077 22.4898 34.3424 0.621 11.4207
9.5106 8.3772 39.2206 0.0587 14.6532
7.5918 7.7448 38.0619 0.0567 9.0696
-5.3705 7.8088 37.7522 -0.5988 -6.0539
-7.2324 8.2997 38.6355 -0.621 -11.4206
-7.1046 22.8765 34.7412 -0.0587 -14.6532
-5.6477 22.4663 33.8022 -0.094 -9.0518
-5.5142 22.2843 33.5889 -0.0581 -9.0866
5.8522 21.9952 33.419 0.6149 5.9933
6.8971 22.2303 33.872 0.6297 9.4644
7.8319 7.8137 38.1338 0.094 9.0518
7.6788 7.6195 37.8583 0.0581 9.0866
-5.4346 7.6885 37.5422 -0.6149 -5.9933
-6.6423 7.988 38.0748 -0.6297 -9.4644
-5.6477 22.4663 33.8022 -0.094 -9.0518
-5.6568 22.275 33.5265 -0.0775 -9.0864
-5.5891 22.1898 33.4171 -0.0708 -9.1004
6.3888 21.9891 33.4397 0.6381 7.5269
7.8423 7.5917 37.7925 0.0775 9.0864
7.7648 7.4891 37.6555 0.0708 9.1004
-6.0548 7.6992 37.5596 -0.6381 -7.5269
-5.6568 22.275 33.5265 -0.0775 -9.0864
